areaServicioDescripcion,observaciones
Arbolado Urbano,Vecina solicita LFT por 1 Ejemplar. Nos comenta que el mismo estaría invadiendo el frente de su domicilio y ademas las ramas están tocando el techo de la vivienda.
Obras Públicas,"Hace mas de un año que inicie un reclamo al respecto y no he tenido ninguna respuesta. La solicitud veo que desde el 13/01/22 esta pendiente de asignación. Es insólito que no le estén dando solución al problema. 
Tenemos frente a mi domicilio una rotura de cuneta/cordón que hace que el agua no corra, estacionándose frente a mi cochera. La misma cada vez esta mas deteriorada. 
Solicito una pronta respuesta a mi reclamo. Adjunto fotos para que vean la magnitud del problema"
Arbolado Urbano,"Vecino solicita reparación de vereda , la misma fue dañada por una extracción de un árbol"
Arbolado Urbano,"Vecina solicita recorte de raices, rompe vereda y manifiesta que se cayeron varias personas y rompieron los caños.-"
Arbolado Urbano,vecina se acerco ala delegacion para solicitar el recorte de raices es con suma urgencia!!!!!
Arbolado Urbano,"Vecina, reclama que quedo pendiente la vereda. Le fueron a recortar las raíces después de la pandemia y la vereda no se la hicieron. "
Arbolado Urbano,Vecina reitera despeje de luminaria.-
Arbolado Urbano,"VECINO SOLICITA EL RECORTE DE RAICES, LAS MISMAS ESTAN LEVANTANDO TODA LA VEREDA!!!!"
Arbolado Urbano,"los arboles de esta propiedad abandonada se encuentran secos, y se estan cayendo de a ramas enormes. ya cayeron arriba de un auto, otro dia otra rama enorme cortó la calle, es un riesgo importante a sabiendas que hay una escuela publica (N4) sobre la misma vereda y pronto comenzaran las clases."
Arbolado Urbano,Vecino solicita reparación de vereda por extracción de árbol.
Arbolado Urbano,"pirovano 60
solicita reparación de vereda por extracción de árbol 
INFORME TECNICO GIANNA 06/11/24: NO REQUIERE INTERVENCION"
Arbolado Urbano,"Muchos árboles que tapan las luminarias por favor despejar, no se ve nada en la cuadra "
Arbolado Urbano,"Vecina informa que hay varias ramas coolgando en la cuadra, comenta que las ramas crecen hacia la calle, los camiones las chocan y quedan colgando. 
INFORME TECNICO CAROLINA 28/11/24: No se observaron RAMAS QUEBRADAS alrededor de la chapa indicada"
Higiene Urbana,"paso 200
solicita que se regularice el servicio lo antes posible "
Arbolado Urbano,"VECINO SOLICITA RECORTE DE RAICES , LAS MISMAS LEVANTARÓN LA VEREDA "
Arbolado Urbano,casa en esquina.  Figueroa Alcorta 397 esquina Darragueira.  vereda rota por raices. vecina pide descope o balanceo para futuro corte de raíces. (sobre vereda de Darragueira)
Obras Públicas,"Perfil ""L"" de viga de sumidero en mal estado. Urgente

sumidero tapado y con un hierro saliendo en punta, que rompe los neumáticos. Un peligro!!!! vecina pide limpieza y reparación del mismo. Figueroa Alcorta 397 esquina Darragueira."
Obras Públicas,"De la Asoc. Civil San Isidro Golf Club informan sobre un bache sobre Segundo Fernández exactamente a la altura de la entrada al club
Solicitan su reparación"
Arbolado Urbano,"Se solicita liberación de luminarias en Velez Sarsfield 227 , y el árbol se ubica en V. Sarsfield 237"
Arbolado Urbano,"vecino solicita reparación de vereda ,en  la misma se hizo un pozo peligroso"
Arbolado Urbano,"Solicita destapar la iluminaria, y comenta que el cableado esta muy tenso."
Arbolado Urbano,"vecino solicita nuevo árbol 
23/4/25:El equipo técnico de la Dirección General de Arbolado determinó que la intervención será incluida en el Plan Integral. Las tareas de plantación se retomarán a pártir de mayo de 2025 y se extenderán hasta noviembre y/o cuando lo permita el estado fisiológico de los árboles. "
Arbolado Urbano,reparacion de vereda por recorte de raices 
Obras Públicas,a causa de anos por nal crecimiento de árbol rompió vereda  cordón ya no existe y como q se hundió entrada de auto y se hace charco de agua.  gracias. 
Obras Públicas,"La dirección está mal. Jorge Newbery 643, entre Don Bosco y 3 de febrero. Hace 33 años que vengo reclamando, incluso vía Junta Vecinal, que por favor hagan la cuneta en la calle de mi lado ya que se acumula toda el agua allí. Mi mamá se cayó ahí en 2013 y se rompió la cadera, yo me caí embarazada, ya no sé cómo reclamar, nadie escucha, nunca vinieron, nuestra calle es sucia! No paramos de pagar ABL desorbitante, y la Muni no reposnde. POR FAVOR ARREGLEN MI CALLE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Gracias"
Arbolado Urbano,Vecina solicita LFT por 1 Ejemplar que según nos comenta las ramas del mismo estarían invadiendo el frente de la vivienda lindera a la suya.
Arbolado Urbano,Esta tapada de plantas la luminaria 118 171
Arbolado Urbano,"VECINO SOLICITA RECORTE DE RAICES , LAS MISMAS LEVANATRON LA VEREDA 
INFORME ROMINA 11/12: RECORTE DE RAICES Superficial y profunda con poda aérea"
Arbolado Urbano,vecina teresa pide poda en la calle Marconi 342 ya que las ramas del arbon tapan la luminaria y genera oscuridad por la noche.
Arbolado Urbano,"Vereda esta rota debido a que retiraron un árbol quemado
INFORME TECNICO CAROLINA 27/11/24: Poda aerea"
Arbolado Urbano,Vecina solicita recorte de raices por un ejemplar que daña la vereda y las cañerias que pasan por debajo.
Arbolado Urbano,"Vecino solicita extracción de tocón , las raices del mismo levanatrón la vereda 
informe romina 12/11/2024: Extraccion cepa. No reuqiere repracion vereda"
Arbolado Urbano,"Vecino, solicita refacción de vereda. "
Arbolado Urbano,"Vecino solicita recorte de raices de dos ejemplares, informa que dañan la vereda, rompieron el cordon y levantaron el asfalto. "
Obras Públicas,"manzone 1000
solicita reparación de su cordón "
Arbolado Urbano,se solicita reparación de vereda ya que se realizo la extracción de arboles y no repararon la veredad.
Arbolado Urbano,"Vecina informa de dos ejemplares completamente secos frente a su domicilio, solicita que puedan ser inspeccionados
Informe Ing. Sencio. 10/11/2023. Real: 1175	Descope  x 2 arboles secos con grúa 15 mts.Edenor.  MT enfrente 
Informe Ing. Sencio. 08/4/2024. Real: Capitán Juan de San Martin 1175. Solicitud: Arbol seco x 2. Tareas a realizar: Descope x 2 arboles secos. 
INFO GIANNA 24/02
inc repetido se aprobo la extraccion en inc 7455808"
Arbolado Urbano,"La contribuyente solicita urgente la evaluación de su vereda y reparación de la misma. Informa que el recorte de raíces fue hace 4 años.

Informe Ing. Sencio. 24/06/2023. Real: 295 RR x Ficus Cooperativa El Rocio. 
"
Arbolado Urbano,"VECINO SOLICTA RECORTE DE RAICES , LAS MISMAS LEVANTARON LA VEREDA "
Higiene Urbana,"Buenos dìas, mi reclamo es que hacen cerca de dos meses que no hay barrido en Santana , entre Guido y Lonardi."
Arbolado Urbano,"Se solicita raleo de raíces por un ejemplar que levanta la vereda, y la propietaria se cayó dos veces , sufriendo lesiones físicas. Este pedido lo hizo hace un año y al día de la fecha no se apersono nadie. "
Arbolado Urbano,"Vecina solicita recorte de raices por dos arboles que dañan la vereda, las cañerias que pasan por debajo y el cordon. Reclamo hecho en San Isidro Cerca Jose Ingenieros. "
Arbolado Urbano,"se solicita de forma urgente!!! reparacion de vereda,por extraccion"
Arbolado Urbano,se solicita reparacion de vereda .por las raices de un árbol
Arbolado Urbano,"Las raices del árbol de la vereda han roto y levantado la misma, incluyendo la puerta de acceso a la vivienda. por lo que la reja traba. 
Hemos hecho reparaciones parciales que nuevamente se van rompiendo con el peligro que conlleva para los peatones. 
Esperamos una pronta respuesta. (Acassuso 2067, Beccar)
Desde ya muchas gracias"
Obras Públicas,Es entre las calles boedo y madreselva
Arbolado Urbano,Las raíces del Tilo están levantando las Baldosas y las ?ejas. Necesito reparación por favor
Arbolado Urbano,Es el domicilio de mi mamá que tiene 84 años y las raíces del Tilo están rompiendo la vereda
Arbolado Urbano,Se solicita presencia de personal para verificar reparación de vereda en mal estado.
Arbolado Urbano,Vecina solicita reparación de vereda en Aramburu 320 y(manifiesta que se cortaron las raices de un árbol hace 1 año y todavía no la repararon)
Arbolado Urbano,"2 arboles solicitan revisión, vereda y cordón levantado por las raíces.
Informe Ing. Sencio. 20/10/2023. Real: 33	RR x 2. Cooperativa El Rocio	
"
Obras Públicas,"HOLA, YA ES EL 3 RECLAMO QUE HAGO, DESDE LAS ELECCIONES ANTERIORES QUE NO TERMINARON DE HACER EL CORDON DE LA VEREDA, DE TODA LA CALLE CURUPAYTI, ENTRE THAMES Y WILDE, NECESITO URGENTE RESPUESTA Y CUAL ES EL MOTIVO POR EL CUAL NO RESPONDEN AL RECLAMO!!!!!"
Arbolado Urbano,"buen dia, me dirijo a ustedes a los efectos de solicitar la remoción de los tres alamos que ilustran las fotos que acompaño. Los mismos han avanzado sobre el cordon de la vereda y se encuentran secos en su interior, en cada tormenta desprenden pedazos de sus troncos que parecen corcho. Dada la altura de los mismos representan un grave e inminente peligro que caigan sobre las viviendas cercanas.- los vecinos de la cuadra estan de acuerdo con su extracción.-"
Higiene Urbana,Vecina manifiesta que no pasa el barrendero.
Arbolado Urbano,"Vecina solicita corte de rama, manifiesta que la misma cruje y considera que es peligrosa.-"
Arbolado Urbano,"Vecina solicita reoparacioón de vereda por raleo de raices.-
informe tecnico carolina 15/11/2024: Poda aerea"
Arbolado Urbano,Vereda levantada por las raíces
Arbolado Urbano,"Vecina reitera Pedido, Sauce hueco, podrido e inclinado hacia la propiedad. Con mucha altura, agrega que cruje con el viento. Tiene miedo de que se caiga y lastime a alguien.  Wilde 1453 entre Rioja y Manuelita Rosas.
info romina 23/12: Extraccion denegada, realizar poda para compensar inclinacion. Posee alguna cavidad basal que no reperesenta riesgo en la actualidad ya que no tiene tanta copa"
Higiene Urbana,"Solicita barrido, ya que el barrendero no barre el frente de su casa."
Arbolado Urbano,Vecina se presentó al Operativo San Isidro Cerca realizado en el puerto de San Isidro para solicitar se verifique el tilo en mal estado que se encuentra frente a su propiedad
Arbolado Urbano,Vecina se presentó al Operativo San Isidro Cerca realizado en el puerto de San Isidro para solicitar poda y recorte de raices por un ejemplar. Se le informó que esta incluida en el Plan de Poda 2023
Arbolado Urbano,"vecina solicita extracción del ejemplar seco 


Informe Ing. Sencio. 04/05/2023: Rb de limpieza x 2 Fresnos con grúa 15 mts."
Arbolado Urbano,"RR hecho el 27-12-2018, solicita que le reparen la vereda."
Arbolado Urbano,"El vecino reclama por un tocón que quedó luego de que hace más un año cortaron un árbol en el frente de su domicilio
Solicita se finalice el trabajo quitándolo y reemplazando el árbol por uno nuevo"
Arbolado Urbano,Bulnes 1125  tiene 3 arboles solicita recorte de raiz y reparacion de vereda Sra Rosa  Heinrich tel:1554651067 mail:rosa_heinrich@yahoo.com.ar
Arbolado Urbano,"uruguay 934, expediente numero 3795
solicita la reparación de vereda por extracción 
Informe 21/10/24: refaccion de vereda"
Arbolado Urbano,"guido 2447
solicita corte de raices por vereda en mal estado 
INFORME EMPRESA ELEVATODO 31/01/2024. REALIZA
DO: LIQUIDAMBAR		TERCERA GRUA
INFORME INGENIRO SELCIO 9/11/2024 : RECORTE DE RAICES Y REFACCION DE VEREDA . parche 8 mts"
Arbolado Urbano,"cordoba 2879
2738108 reclamo"
Arbolado Urbano,"cuyo 811
solicita corte de raices debido a que levanta la vereda y caños que se encuentran ahí 
INFORME TECNICO CAROLINA 22/11/24: cargado con incidente 7314971"
Higiene Urbana,"azcuenaga 2637
solicita que se regularice el servicio lo antes posible "
Arbolado Urbano,"VECINO SOLICITA RECORTE DE RAICES , LAS MISMAS TOCAN CAÑOS FLUVIALES Y LEVANTO LA VEREDA"
Arbolado Urbano,"Vereda rota con pozo por raíces de ficus de 8 mts. de altura 
INFORME TECNICO ROMINA 19/11/24: Arbol con daño intencional, anillado, extraccion a corto plazo. Se manda a reaparar vereda con otro incidente"
Arbolado Urbano,VECINO SOLICITA PODA DE UN ÁRBOL
Obras Públicas,"La vecina reclama por el estado de la calle Potosí entre Bogado y Gorriti (paneles descalzados)
Había realizado con anterioridad reclamos, el último fue el 14/6/22 #3010252"
CLIBA (Higiene Urbana),Contenedor amarillo en el banade
Arbolado Urbano,"Informe Ing. Sencio.19/04/2023. Rb de limpieza y lft x 2 Eucaliptus con grúa 25 mts. (Rebollo)
"
Higiene Urbana,"Vecina reclama Falta de barrido en el sector - a la vez manifiesta que el camión de Cliba cuando realiza la descarga del contenedor, no levanta las bolsas y toda la basura queda al costado del mismo. "
Arbolado Urbano,"Se solicita raleo de raíces por un Ficus, que levanta la vereda ."
Arbolado Urbano,Arbol levantando la medianera
Arbolado Urbano,"Arbol viejo de muchos años, con ramas rotas con riesgo que caigan sobre cables, casas y autos. "
Arbolado Urbano,"REFERENTE AL EVENTO SGE 811877: SE COMUNICA VECINA ORTIZ DE BIANCHI GRACIELA CON TELEFONO DE CONTACTO 4793-5392 DOMICILIADA EN LAVALLE 1126 ENTRE GÜEMES Y URQUIZA, PARA INFORMAR QUE SE CAYO UN ARBOL Y QUEDO SOSTENIDO POR LA REJA DE SU FINCA. SE DESPLAZO LA UNIDAD DE DEFENSA CIVIL A CARGO DEL AGENTE GARCIA QUIEN A SU ARRIBO CONSTATO QUE SE TRATA DE UN ARBOL MEDIANO QUE SE DESPRENDIO DE RAIZ QUEDANDO SOSTENIDO POR LA REJA. A SIMPLE VISTA, NO PROVOCO DAÑOS YA QUE NO TIENE MUCHO PESO. REFIERE QUE EN LA VEREDA DE ENFRENTE HAY UN COLEGIO. PROCEDIO A REALIZAR UN PERIMETRO CON CINTA DE PELIGRO DEJANDO EL LUGAR DEBIDAMENTE SEÑALIZADO. SE ADJUNTAN FOTOGRAFIAS. <OPERADORA SANTILLAN, AGUSTINA. LEGAJO: 65.386.>"
Higiene Urbana,"Vecina reporta falta de barrido desde hace quince días, a la fecha.  "
Obras Públicas,hay un bache frente a mi casa. Tambien el cordon esta roto
Obras Públicas,bogota esquina catamarca...sobre bogota hacia entrerios
Arbolado Urbano,"Vecina se presentó al Operativo San Isidro Cerca realizado en la Estación de Villa Adelina para reitera solicitud de reparación de vereda por recorte de raices realizado antes del 2020. Tiene expediente nro 14820/2022
INFORME TECNICO ROMINA 11/12/24:No hay arbol, ni se ve que haya habido hasta 2013. Vereda deteriorrada, no x arbol	NO REQUIERE INTERVENCION"
Arbolado Urbano,"Necesito  que me vengan a cortar las raices del arbol que  me esta levantando toda la vereda
14/4/25: El ejemplar fue relevado, el equipo técnico lo analizó y determinó que la intervención será incluida en el Plan Integral de Arbolado. Desde mediados de 2024 se realizaron más de 4000 podas, más de 1400 plantaciones, más de 2000 extracciones de árboles secos o en mal estado fitosanitario, y se repararon más de 200 frentes que requerían recorte de vereda. "
Obras Públicas,"Vecina informa que la calle esta en mal estado y hay varios baches, tiene un reclamo anterior (4145638) que se dio como finalizado pero la vecina informa que no se hizo ningun trabajo "
Arbolado Urbano,"Reitero mi reporte de fecha 26-4-23  reporte n* 4384936 de pedido de raleo ante la reiteración de la inundacion en la casa debido al taponamiento de de las cañeras de desague  cloacal que desembocan a la calle, adjunto el link en el que el sr. plomero subio a la web el trabajo realizado con camara y roturador. Es pedido URGENTE., DADO QUE LAS RAICES ESTAN LEVANTADO LOS PISOS DE MI CASA
https://youtube.com/shorts/MEgDInSKVPU?feature=share"
