areaServicioDescripcion,observaciones
Arbolado Urbano,"Reparación de vereda luego de una extracción
Informe Ing. Sencio. 19/06/2024. Real: Manzone.	295. Tareas a realizar: RR leve y reparación de vereda leve x 2 Naranjos.


"
Obras Públicas,Vecina manifiesta que el asfalto se encuentra lleno de baches.
Arbolado Urbano,"vecino solicita recorte de raices , las mismas levantaron la vereda ."
Obras Públicas,vecina solicita el arreglo del cordon y de la calle.
Arbolado Urbano,"Buenos día necesito que me saquen el paraíso de la calle jujuy 47 me esta levantado la vereda y las ramas están en el techo de la casa hay viento , corre peligro de romper tejas. saludos 
INFORME TECNICO GIANNA 06/11/24: agrandar 1,8 x 2. arreglar 3m2 V6A"
Arbolado Urbano,"Vecina se acerco al operativo San Isidro SI para solicitar con urgencia revisión, las ramas cortaron los cables y las raíces rompen la vereda."
Arbolado Urbano,"SEGUN REGISTRO SGE  NÚMERO 755140, SIENDO LAS 07:00 HORAS, SE COMUNICA VECINO MARZAZ, MAXIMO, CON DOCUMENTO NACIONAL DE IDENTIDAD NÚMERO 8.444.439, DOMICILIADO EN LA ARTERIA SAEZ VALIENTE 2685,ENTRE HABANA Y RIO DE JANEIRO, DE LA LOCALIDAD DE MARTINEZ, PARTIDO DE SAN ISIDRO, CON NÚMERO DE CONTACTO 15-4054-0745 . EL MISMO REFIERE QUE SE ENCUENTRA UNA RAMA CAIDA SOBRE EL TECHO DE SU FINCA. SE DESPLAZÓ EL AGENTE CHIARELLO, ALEJANDRO, DE PROTECCIÒN EL CUAL MANIFIESTA QUE EN EL LUGAR SE ENCUENTRA UN ARBOL DE MEDIANO PORTE Y SUS RAMAS ESTÁN APOYADAS SOBRE EL TECHO DE LA FINCA, LO CUAL GENERO DAÑOS, HABRÍA PRODUCIDO ROTURAS A ALGUNAS TEJAS. SE DESPLAZO MÓVIL 376, A CARGO DEL INSPECTOR MORETTI; PERSONAL DEL MISMO SE ENTREVISTO CON EL SEÑOR Y EL MISMO REFIERE LO ANTERIORMENTE MENCIONADO. SE ADJUNTAN FOTOGRAFÍAS. INFORMA OPERADORA FAZIO, XIMENA; LEGAJO 71049."
Arbolado Urbano,"Se solicita raleo de raíces, y posterior reparación de vereda,  por dos ejemplares , y extracción de tocon pendiente."
Arbolado Urbano,VECINO SOLICITA EL RECORTE DE RAICES DEL ARBOL QUE ESTA EN SU VEREDA. YA LE CORTARON LAS RAICES HACE 5 AÑOS PERO VOLVIERON A CRECER.
Arbolado Urbano,"VECINO SOLICITA RECORTE DE RAICES , LAS MISMAS LEVANTARON LA VEREDA Y CAÑOS DE AYSA
informe carolina 9/12: Reparacion de vereda"
Arbolado Urbano,Avellaneda 1005. Vecina llama reiterando el reclamo por reparación de vereda (tiene el reporte N 908844 del sistema viejo).
Arbolado Urbano,"Solicita reparacion de vereda luego de un recorte de raices. El recorte de raices se realizo en el año 2019 N°730619
Reclamos realizados:
3641552
3112013
2887150"
Arbolado Urbano,"Vecina se comunica con la intención de solicita reparación de vereda. Nos comenta que el R/R ya fue realizado 2 veces. Agrega que tiene numero de EXP. por el cual solicito la reparación de la vereda. EXP. N°7458/19
Informe Ing. Sencio 23/10/24:recorte de raices y reparacion de veredas"
Arbolado Urbano,Ramas peligrosas
Arbolado Urbano,"Solicita revisión, ya que las raíces se meten en su propiedad, ademas de romper totalmente la vereda-"
Arbolado Urbano,"solicita revision, las raices se meten en el domicilio. haiti 2846"
Arbolado Urbano,Vecino se acercó al Operativo San Isidro Cerca realizado en Av Segundo Fernandez para solicitar la reparación de vereda por extracción de arbol.
Arbolado Urbano,Vecina solicita reparación de vereda por R/R que según nos comenta ya esta realizado.
Arbolado Urbano,"REFERENTE A EVENTO SGE NUMERO 763029, SIENDO LAS 20:30 HORAS SE COMUNICA VECINO SEÑOR NICOLAS ESPINOZA  CON TELEFONO DE CONTACTO 4723-4915, INFORMANDO QUE EN LA ARTERIA JACINTO DIAZ 2177 DE LA LOCALIDAD DE SAN ISIDRO, SE CAYO UN ARBOL QUEDANDO EL MISMO CORTANDO LA ARTERIA. SE DESPLAZO LA UNIDAD DE DEFESAN CIVIL A CARGO DEL AGENTE CHIARELLO ALEJANDRO, QUIEN A SU ARRIBO INFORMA POSITIVO SE TRATA DE UN ARBOL DE MEDIANO PORTE CAIDO SOBRE LA CALZADA. AGREGANDO QUE QUEDARON CABLES A BAJA ALTURA. SE ADJUNTAN FOTOGRAFIAS. DIAZ GIMENA-71038."
Arbolado Urbano,"el árbol esta hueco y es peligroso (como el que había y sacaron que se partió y cayo arriba de mi casa).
ademas me tapa la salida a la cloaca con las raices


Los 2 paraisos que estan en la puerta de mi casa son arboles muy peligrosos. Los mismos no gozan de buena salud, y hay peligro de que una de sus grandes ramas caigan sobre mi domicilio, los cables de energía o sobre los autos. Además las raíces estan levantando y hundiendo la vereda e ingresaron a la salida de la cañería a la cloaca. Tengo que contratar periódicamente limpieza de la cañería y los contratistas siempre sacan raices que ingresan y taponan la descarga, causando que se me llene la camara septica.
Informe Ing. Sencio. 05/12/2023. Real:782 Rb de limpieza x 2 Paraísos con grúa 15 mts. 
"
Arbolado Urbano,"REFERENTE AL EVENTO SGE 764781 DEL DIA 10 DEL CORRIENTE. SIENDO LAS 06:58 HORAS, SE COMUNICA AGENTE GUIÑAZU GASTON DE DEFENZA CIVIL PARA INFORMAR QUE EN RECORRIDO POR LA ARTERIA VERDUGA 1275 ESQUINA PERITO MORENO DE LA LOCALIDAD DE VILLA ADELINA SE ENCUENTRA UNA RAMA PARTIDA Y OTRA SOBRE LA CALZADA. SE ADJUNTA FOTOGRAFIAS. INFORMA OPERADORA SALICA, SOLEDAD LEGAJO: 71560."
Arbolado Urbano,"Real 1558. Vecino manifiesta que tiene un árbol sobre el frente de su domicilio cuyas ramas se encuentran entre los cables, tapan la luz e ingresan a su domicilio."
Obras Públicas,"Tapas rotas, baldosas sueltas, bajada de cordón rota"
Arbolado Urbano,"el vecino menciona que hay que recortar raices, y pide la reparación de su vereda"
Higiene Urbana,el vecino. se acerco a la Delegacion de Beccar solicitando que pase el barrendero por French  esq Pasaje Parodi.  Que se encuentra una obra de construccion y vuela mucho polvo.
Arbolado Urbano,"Vecino tiene reclamos 3633266 y 3743817 por reparación de vereda 
informa que las raices levantan toda la vereda, adjuntando fotos en los mismos reportes 
Monseñor Alberti 518"
Obras Públicas,Catamaeca 1665 .Hormigón hundido..15.cm.bache profundo
Arbolado Urbano,"Vecino solicita R/R por 1 Ejemplar. Lo que nos comenta es que el mismo estaría rompiendo toda la vereda.
INFORME TECNICO GIANNA 06/11/24: agrandar pn 1,8 x2 . arreglar 3m2 de V9G. y 1 m2 de HA.
INFORME TECNICO GIANNA 06/11/24: agrandar pn 1,8 x2 . arreglar 3m2 de V9G. y 1 m2 de HA.

"
Arbolado Urbano,"la vecina informa que hace un año esta reclamando la reparacòn de su vereda, ya que las raóces estan rompiendo la entrada a su domicilio.
Informe Ing. Sencio. 10/11/2023. Real: 301 RR x Palo Borracho. Cooperativa El Rocio. 
"
Arbolado Urbano,"Estimados, solicito a la brevedad posible el raleo de las raíces considerando que han destruido la vereda de todo el frente provocando la caída constante de peatones como así también que las mismas han elevado la entrada de garaje de la propiedad provocando que el portón se des encuadré
Informe Ing. Sencio. 04/10/2023. Real: 1663	Rb de limpieza y RR x 2 Plátanos con grúa 25 mts . NOVIEMBRE 
INFORME EMPRESA ELEVATODO 01/02/2024. REALIZADO: AUTOS, SE DEJA CINTA Y CARTEL PARA HACER MAÑANA		PENDIENTE
INFORME TECNIOCO CAROLINA 22/11/24: Reparacion de plantera y vereda

"
Arbolado Urbano,"Las raíces pasaron la línea municipal, levantaron el piso y no podemos cerrar la puerta de entrada, además está afectando al medidor de gas con los obvios y graves riesgos que genera. Existen reclamos previos. Moreno 168. El árbol es un liquidambar."
Arbolado Urbano,Se solicta raleo de raíces por  2 ejemplares que levantan la vereda .
Arbolado Urbano,Vecina solicita LFT por 1 Ejemplar. Nos comenta que el mismo estaría invadiendo el frente de su domicilio y ademas las ramas están tocando el techo de la vivienda.
Arbolado Urbano,"Vecino solicita reparación de vereda , la misma fue dañada por una extracción de un árbol"
Arbolado Urbano,"Vecina solicita recorte de raices, rompe vereda y manifiesta que se cayeron varias personas y rompieron los caños.-"
Arbolado Urbano,vecina se acerco ala delegacion para solicitar el recorte de raices es con suma urgencia!!!!!
Arbolado Urbano,"Vecina, reclama que quedo pendiente la vereda. Le fueron a recortar las raíces después de la pandemia y la vereda no se la hicieron. "
Arbolado Urbano,Vecina reitera despeje de luminaria.-
Arbolado Urbano,"VECINO SOLICITA EL RECORTE DE RAICES, LAS MISMAS ESTAN LEVANTANDO TODA LA VEREDA!!!!"
Arbolado Urbano,"los arboles de esta propiedad abandonada se encuentran secos, y se estan cayendo de a ramas enormes. ya cayeron arriba de un auto, otro dia otra rama enorme cortó la calle, es un riesgo importante a sabiendas que hay una escuela publica (N4) sobre la misma vereda y pronto comenzaran las clases."
Arbolado Urbano,"Muchos árboles que tapan las luminarias por favor despejar, no se ve nada en la cuadra "
Arbolado Urbano,"Las raices del Platano que se encuentra en la vereda de mi domicilio, estan rompiendo toda la vereda y es un peligro para el peaton porque levanta todos los adoquines. necesito por favor que se recorten las raices."
Arbolado Urbano,casa en esquina.  Figueroa Alcorta 397 esquina Darragueira.  vereda rota por raices. vecina pide descope o balanceo para futuro corte de raíces. (sobre vereda de Darragueira)
Obras Públicas,"Perfil ""L"" de viga de sumidero en mal estado. Urgente

sumidero tapado y con un hierro saliendo en punta, que rompe los neumáticos. Un peligro!!!! vecina pide limpieza y reparación del mismo. Figueroa Alcorta 397 esquina Darragueira."
Obras Públicas,"De la Asoc. Civil San Isidro Golf Club informan sobre un bache sobre Segundo Fernández exactamente a la altura de la entrada al club
Solicitan su reparación"
Arbolado Urbano,"Se solicita liberación de luminarias en Velez Sarsfield 227 , y el árbol se ubica en V. Sarsfield 237"
Arbolado Urbano,"vecino solicita reparación de vereda ,en  la misma se hizo un pozo peligroso"
Arbolado Urbano,"Solicita destapar la iluminaria, y comenta que el cableado esta muy tenso."
Arbolado Urbano,Vecina solicita R/R por 1 Ejemplar. Nos comenta que debido al estado actual de las raices la vereda se encuentra en muy mal estado.
Arbolado Urbano,reparacion de vereda por recorte de raices 
Obras Públicas,a causa de anos por nal crecimiento de árbol rompió vereda  cordón ya no existe y como q se hundió entrada de auto y se hace charco de agua.  gracias. 
Arbolado Urbano,"Se solicita raleo de raíces por un ejemplar que levanta la vereda , rompe caños de agua y conexiones de gas. La vecina no dispone de los medios económicos para reparar la vereda."
Arbolado Urbano,Esta tapada de plantas la luminaria 118 171
Arbolado Urbano,"VECINO SOLICITA RECORTE DE RAICES , LAS MISMAS LEVANTARÓN LA VEREDA "
Arbolado Urbano,vecina teresa pide poda en la calle Marconi 342 ya que las ramas del arbon tapan la luminaria y genera oscuridad por la noche.
Obras Públicas,Solicito repavimentación y arreglo de cordones
Arbolado Urbano,"Vereda esta rota debido a que retiraron un árbol quemado
INFORME TECNICO CAROLINA 27/11/24: Poda aerea"
Arbolado Urbano,Vecina solicita recorte de raices por un ejemplar que daña la vereda y las cañerias que pasan por debajo.
Arbolado Urbano,"Vecino, solicita refacción de vereda. "
Arbolado Urbano,"Vecino solicita recorte de raices de dos ejemplares, informa que dañan la vereda, rompieron el cordon y levantaron el asfalto. "
Arbolado Urbano,se solicita reparación de vereda ya que se realizo la extracción de arboles y no repararon la veredad.
Arbolado Urbano,"Vecina informa de dos ejemplares completamente secos frente a su domicilio, solicita que puedan ser inspeccionados
Informe Ing. Sencio. 10/11/2023. Real: 1175	Descope  x 2 arboles secos con grúa 15 mts.Edenor.  MT enfrente 
Informe Ing. Sencio. 08/4/2024. Real: Capitán Juan de San Martin 1175. Solicitud: Arbol seco x 2. Tareas a realizar: Descope x 2 arboles secos. 
INFO GIANNA 24/02
inc repetido se aprobo la extraccion en inc 7455808"
Arbolado Urbano,"La contribuyente solicita urgente la evaluación de su vereda y reparación de la misma. Informa que el recorte de raíces fue hace 4 años.

Informe Ing. Sencio. 24/06/2023. Real: 295 RR x Ficus Cooperativa El Rocio. 
"
Arbolado Urbano,"VECINO SOLICTA RECORTE DE RAICES , LAS MISMAS LEVANTARON LA VEREDA "
Arbolado Urbano,"Se solicita raleo de raíces por un ejemplar que levanta la vereda, y la propietaria se cayó dos veces , sufriendo lesiones físicas. Este pedido lo hizo hace un año y al día de la fecha no se apersono nadie. "
Arbolado Urbano,"Vecina solicita recorte de raices por dos arboles que dañan la vereda, las cañerias que pasan por debajo y el cordon. Reclamo hecho en San Isidro Cerca Jose Ingenieros. "
Arbolado Urbano,"Hola en mi casa gervasio posadas 1241 beccar el arbol me esta rompiendo caños de agua toda la vereda es un desastre tengo mi hija con discapacidad  y se cayo varias veces ya pido sacar arbol raices y realizar vereda ya que es un desastre
INFORME ING. SENCIO 3/12/24: ecorte de raices y reparacion de vereda. Vereda completa de hormigón. 20 mts"
Arbolado Urbano,se solicita reparacion de vereda .por las raices de un árbol
Obras Públicas,Es entre las calles boedo y madreselva
Arbolado Urbano,Se solicita presencia de personal para verificar reparación de vereda en mal estado.
Arbolado Urbano,Vecina solicita reparación de vereda en Aramburu 320 y(manifiesta que se cortaron las raices de un árbol hace 1 año y todavía no la repararon)
Arbolado Urbano,"2 arboles solicitan revisión, vereda y cordón levantado por las raíces.
Informe Ing. Sencio. 20/10/2023. Real: 33	RR x 2. Cooperativa El Rocio	
"
Arbolado Urbano,"buen dia, me dirijo a ustedes a los efectos de solicitar la remoción de los tres alamos que ilustran las fotos que acompaño. Los mismos han avanzado sobre el cordon de la vereda y se encuentran secos en su interior, en cada tormenta desprenden pedazos de sus troncos que parecen corcho. Dada la altura de los mismos representan un grave e inminente peligro que caigan sobre las viviendas cercanas.- los vecinos de la cuadra estan de acuerdo con su extracción.-"
Arbolado Urbano,hace unos días me caí y tuve lesión en la nalga derecha y muñeca izquierda 
Arbolado Urbano,"Vecina solicita corte de rama, manifiesta que la misma cruje y considera que es peligrosa.-"
Arbolado Urbano,"Vecina solicita reoparacioón de vereda por raleo de raices.-
informe tecnico carolina 15/11/2024: Poda aerea"
